"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_240","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_241","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","NA"
"ASV_242","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","NA"
"ASV_243","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor","plautii"
"ASV_244","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_245","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","fluxus"
"ASV_246","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_247","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_248","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","inulinivorans"
"ASV_249","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_250","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_251","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","NA"
"ASV_252","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","NA"
"ASV_253","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_254","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","NA"
"ASV_255","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_256","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_257","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","NA"
"ASV_258","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_259","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_260","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella","NA"
"ASV_261","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_262","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_263","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","salyersiae"
"ASV_264","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_265","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","NA"
"ASV_266","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_267","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_268","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_269","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_270","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_271","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","NA"
"ASV_272","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","massiliensis"
"ASV_273","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","monocytogenes"
"ASV_274","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_275","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_276","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_277","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_278","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_279","Bacteria","Elusimicrobia","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium","NA"
"ASV_280","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_281","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_282","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_283","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","NA"
"ASV_284","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_285","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria","monocytogenes"
"ASV_286","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_287","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_288","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","NA"
"ASV_289","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_290","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_291","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","thetaiotaomicron"
"ASV_292","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","NA"
"ASV_293","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","NA"
"ASV_294","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_295","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_296","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_297","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","NA"
"ASV_298","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_299","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","NA"
"ASV_300","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_301","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","ramosum"
"ASV_302","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","NA"
"ASV_303","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_304","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_6","NA"
"ASV_305","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","NA"
"ASV_306","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","NA"
"ASV_307","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_308","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_309","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","NA"
"ASV_310","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_311","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_312","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_313","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","copri"
"ASV_314","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_315","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","NA"
"ASV_316","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_317","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","NA"
"ASV_318","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_319","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","saccharivorans"
"ASV_320","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_321","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_322","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","aerofaciens"
"ASV_323","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","finegoldii"
"ASV_324","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_325","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_326","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","NA"
"ASV_327","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","NA"
"ASV_328","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_329","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2","NA"
"ASV_330","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_331","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_332","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","mutans"
"ASV_333","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","intestini"
"ASV_334","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter","NA"
"ASV_335","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_336","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_337","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_338","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_339","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","NA"
"ASV_340","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_341","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_342","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","biformis"
"ASV_343","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_344","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","NA"
"ASV_345","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-003","NA"
"ASV_346","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_347","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","NA"
"ASV_348","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_349","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"ASV_350","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_6","NA"
"ASV_351","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_352","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_353","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_354","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","NA"
"ASV_355","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_356","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_357","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_358","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"ASV_359","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_360","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_6","NA"
"ASV_361","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","NA"
"ASV_362","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_363","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","NA"
"ASV_364","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_365","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_366","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","NA"
"ASV_367","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","NA"
"ASV_368","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","NA","NA"
"ASV_369","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_370","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3","comes"
"ASV_371","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_372","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_373","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","NA"
"ASV_374","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","NA"
"ASV_375","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","NA"
"ASV_376","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_377","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_378","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_379","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_380","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_381","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_382","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_383","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","NA","NA"
"ASV_384","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_385","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_386","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_387","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","NA"
"ASV_388","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_389","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_390","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella","NA"
"ASV_391","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_392","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_393","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013","NA"
"ASV_394","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","NA"
"ASV_395","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megamonas","NA"
"ASV_396","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","NA"
"ASV_397","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_398","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","stercoris"
"ASV_399","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_400","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_401","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_402","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_403","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","NA"
"ASV_404","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_405","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_406","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_407","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_408","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_409","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1","NA"
"ASV_410","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_411","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_412","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_413","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_414","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_415","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_416","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_417","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_418","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","muciniphila"
"ASV_419","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_420","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","NA"
"ASV_421","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_422","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","NA"
"ASV_423","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_424","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_425","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","NA"
"ASV_426","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter","NA"
